;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana
74241;08/02/2024;2.19 2.82 4 1;25;11;3;4;3;8;31;126;209;111;116;117;110;98;121;114;211;192;172;124;93;48;51;33;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Giovedì
74245;08/02/2024;2.26 2.25 4 1;70;21;16;13;55;88;227;641;784;701;682;572;592;592;609;601;762;741;645;561;409;259;167;137;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287.461.221.671;445.123.626.162.894;44.5123626162894, 11.287461221671;451;Giovedì
74246;08/02/2024;2.28 0.127 6 1;9;3;8;3;8;9;9;34;55;82;57;53;77;57;49;61;68;92;111;72;45;29;28;26;301;2;spira;41;2612;21400;VIA EMILIA PONENTE;8742;8739;;A;14;E;75;112.969.389.020.555;445.088.642.358.691;44.5088642358691, 11.2969389020555;457;Giovedì
74247;08/02/2024;2.31 2.30 4 1;195;67;36;25;41;89;224;752;874;749;661;695;711;768;807;790;873;856;853;825;553;346;303;342;293;1;spira;33;2681;21400;VIA EMILIA PONENTE;8776;8780;4000/343434;A;300;O;66;113.133.986.552.922;445.041.992.237.176;44.5041992237176, 11.3133986552922;472;Giovedì
74252;08/02/2024;2.35 1.9 2 1;58;26;14;9;20;46;91;239;366;397;338;299;274;290;300;287;334;340;419;390;275;151;141;95;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Giovedì
74256;08/02/2024;2.38 2.35 4 1;193;99;44;39;44;89;238;774;827;787;734;785;820;827;789;893;959;1029;1103;954;739;388;452;409;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Giovedì
74257;08/02/2024;2.38 3.7 8 1;141;63;27;24;56;88;263;958;1279;923;720;730;673;697;743;804;841;916;916;770;577;352;254;254;72;1;spira;326;8781;54950;VIALE ANTONIO SILVANI;16695;16698;4000/343434;A;151;NE;307;11.330.518.010.785;445.010.668.033.697;44.5010668033697, 11.330518010785;491;Giovedì
74265;08/02/2024;3.7 2.38 4 1;112;66;25;28;40;69;164;454;516;475;477;480;491;513;476;565;564;590;695;562;473;255;287;296;388;1;spira;141;5096;54950;VIALE ANTONIO SILVANI;10158;16697;4000/343434;A;147;SO;126;113.322.047.011.224;445.021.303.998.721;44.5021303998721, 11.3322047011224;660;Giovedì
74392;09/02/2024;0.127 2.8 4 1;46;24;19;8;7;31;57;157;306;230;221;254;285;246;253;254;373;330;323;250;199;99;75;104;597;1;spira;546;256;18000;VIA ANDREA COSTA;4596;4571;4000/343434;A;38;O;109;113.112.243.441.924;44.494.098.107.005;44.494098107005, 11.3112243441924;83;Venerdì
74500;09/02/2024;2.8 0.127 8 1;99;32;33;19;35;79;223;741;864;682;669;610;631;528;587;607;689;766;716;683;476;295;264;230;97;1;spira;78;256;18000;VIA ANDREA COSTA;4571;4596;4000/343434;A;38;E;270;113.110.304.555.682;444.939.849.418.073;44.4939849418073, 11.3110304555682;504;Venerdì
74501;09/02/2024;2.8 2.2 4 1;66;32;24;9;8;34;95;356;580;385;385;410;452;453;436;442;614;582;540;450;303;153;119;203;511;1;spira;866;4215;18000;VIA ANDREA COSTA;4571;4572;4000/343434;A;38;O;90;113.103.052.985.972;444.939.477.458.512;44.4939477458512, 11.3103052985972;505;Venerdì
74508;09/02/2024;2.19 2.19 6 1;52;20;12;4;19;45;130;526;570;449;373;365;409;402;417;419;474;497;515;416;296;163;136;130;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Venerdì
74509;09/02/2024;2.19 2.19 8 1;173;85;37;26;72;152;387;1174;1246;1084;956;940;1035;1013;1075;1100;1188;1341;1305;1235;998;497;582;624;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Venerdì
74511;09/02/2024;2.21 2.10 6 1;211;98;41;25;47;129;430;1199;1372;1071;925;961;1062;1110;1130;1067;1173;1332;1341;1270;1015;523;603;774;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;113.275.349.874.958;444.968.992.842.874;44.4968992842874, 11.3275349874958;442;Venerdì
74513;09/02/2024;2.28 2.29 8 1;89;47;29;33;95;113;187;365;498;456;414;428;423;381;460;487;482;502;454;463;304;212;414;559;302;1;spira;42;2605;21400;VIA EMILIA PONENTE;8744;8738;4000/343434;A;14;E;260;112.980.846.229.246;445.085.832.490.053;44.5085832490053, 11.2980846229246;458;Venerdì
74514;09/02/2024;2.29 2.28 4 1;28;20;7;8;16;20;56;323;423;270;238;271;276;237;242;278;345;323;330;245;212;97;64;75;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;113.038.646.411.057;445.074.293.579.262;44.5074293579262, 11.3038646411057;461;Venerdì
74526;09/02/2024;2.82 2.18 2 1;45;14;6;6;5;47;82;317;377;317;325;366;364;320;367;350;388;395;452;378;277;144;101;117;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Venerdì
74527;09/02/2024;2.82 2.19 8 1;26;9;3;1;2;12;35;217;224;145;110;137;121;140;154;148;192;238;233;167;134;65;46;48;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Venerdì
74665;10/02/2024;0.127 2.9 8 1;199;122;85;35;37;65;133;325;429;480;662;667;771;518;451;516;555;575;619;647;592;348;297;337;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Sabato
74666;10/02/2024;0.127 2.10 10 2;66;51;24;13;15;22;36;73;85;94;125;142;128;124;107;112;121;114;140;136;134;78;61;69;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Sabato
74669;10/02/2024;0.127 2.18 8 1;778;454;198;119;134;246;359;1031;1088;1470;1575;1739;1909;1410;1364;1508;1449;1501;1579;1674;1391;716;657;608;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Sabato
74670;10/02/2024;0.127 2.18 10 2;15;5;2;1;3;8;13;12;42;58;54;65;47;56;45;65;51;63;59;41;37;15;15;8;941;2;spira;1148;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;;251;113.094.985.934.965;444.988.573.896.583;44.4988573896583, 11.3094985934965;37;Sabato
74677;10/02/2024;0.127 2.33 10 1;211;133;107;72;67;60;92;212;287;326;401;371;504;431;326;461;413;412;448;463;365;263;200;224;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Sabato
74780;10/02/2024;2.2 2.8 8 1;165;101;61;30;38;56;149;405;498;671;759;741;824;631;573;633;613;663;705;730;665;317;254;288;102;1;spira;84;211;18000;VIA ANDREA COSTA;4574;4577;4000/343434;A;335;NE;279;113.037.697.479.955;444.929.234.732.667;44.4929234732667, 11.3037697479955;439;Sabato
74786;10/02/2024;2.9 2.10 8 1;204;125;89;40;36;68;130;312;418;519;608;652;732;528;467;503;529;575;551;604;564;318;298;500;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Sabato
74801;10/02/2024;2.26 2.27 8 1;252;131;69;51;93;101;145;280;373;560;639;768;746;569;485;567;581;587;559;567;459;206;217;203;306;1;spira;46;6867;21400;VIA EMILIA PONENTE;8711;14459;4000/343434;A;254;E;240;112.878.487.733.012;44.512.090.924.049;44.512090924049, 11.2878487733012;452;Sabato
74805;10/02/2024;2.30 0.127 6 1;867;569;290;109;112;159;360;622;784;1036;1137;1404;1453;1194;970;1059;1096;1100;1149;1201;841;451;395;422;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Sabato
74806;10/02/2024;2.30 2.31 8 1;59;53;13;21;24;18;32;53;52;53;62;61;56;48;45;57;41;39;57;51;32;16;25;27;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Sabato
74815;10/02/2024;2.82 2.18 2 1;61;39;20;20;20;25;59;138;173;281;425;388;432;309;275;340;337;348;383;282;265;103;81;93;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Sabato
74955;11/02/2024;0.127 2.8 4 1;88;56;43;32;19;22;16;27;70;119;179;221;334;111;88;165;154;72;118;122;161;87;58;50;597;1;spira;546;256;18000;VIA ANDREA COSTA;4596;4571;4000/343434;A;38;O;109;113.112.243.441.924;44.494.098.107.005;44.494098107005, 11.3112243441924;83;Domenica
74956;11/02/2024;0.127 2.9 8 1;280;156;124;68;43;26;80;99;206;327;397;540;596;415;300;335;376;692;552;441;376;247;213;157;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Domenica
74957;11/02/2024;0.127 2.10 10 1;65;41;19;24;5;9;12;12;34;67;86;128;150;210;156;93;110;144;130;108;96;54;45;27;917;2;spira;1097;8745;44950;VIALE CARLO PEPOLI;16675;16677;4000/343434;A;338;;14;113.287.720.902.502;444.937.218.654.403;44.4937218654403, 11.3287720902502;27;Domenica
74971;11/02/2024;0.127 2.33 10 1;238;167;107;96;65;52;56;88;152;217;288;348;428;434;355;339;331;391;398;381;394;292;186;182;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Domenica
74975;11/02/2024;0.127 2.73 2 1;54;46;36;24;21;15;21;50;90;193;254;315;281;257;197;165;162;300;216;222;145;103;69;67;201;1;spira;594;257;4450;VIA IRMA BANDIERA;4597;4598;4000/343434;A;41;S;157;113.126.409.560.121;444.920.995.509.245;44.4920995509245, 11.3126409560121;79;Domenica
74976;11/02/2024;0.127 2.73 6 1;120;82;66;41;11;15;30;47;102;183;268;311;333;423;338;345;382;223;216;153;216;119;83;69;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Domenica
75080;11/02/2024;2.8 2.2 4 1;150;98;52;47;26;22;22;38;112;215;321;386;393;51;14;209;142;119;194;211;231;141;99;80;511;1;spira;866;4215;18000;VIA ANDREA COSTA;4571;4572;4000/343434;A;38;O;90;113.103.052.985.972;444.939.477.458.512;44.4939477458512, 11.3103052985972;505;Domenica
75082;11/02/2024;2.10 2.6 6 1;551;326;277;184;80;95;157;201;344;538;704;822;1140;824;833;863;966;1246;1117;950;846;525;371;320;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Domenica
75095;11/02/2024;2.25 2.26 8 1;112;47;55;30;19;32;47;71;141;253;315;347;344;262;305;271;281;347;312;250;172;111;106;82;307;1;spira;49;4910;21400;VIA EMILIA PONENTE;15796;8684;4000/343434;A;11;E;240;112.815.106.068.203;445.151.596.315.856;44.5151596315856, 11.2815106068203;449;Domenica
75098;11/02/2024;2.30 0.127 6 1;377;201;141;85;54;80;240;232;360;583;791;979;1135;924;907;919;1054;2112;1425;986;706;427;344;261;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Domenica
75099;11/02/2024;2.30 2.29 4 1;69;39;32;22;17;22;34;37;69;105;158;190;221;181;171;148;169;278;228;184;174;106;71;56;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Domenica
75100;11/02/2024;2.30 2.30 6 1;225;135;89;58;38;66;193;150;276;417;521;599;753;594;585;693;749;1307;908;666;418;316;229;171;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Domenica
75101;11/02/2024;2.30 2.31 8 1;29;15;21;8;22;23;15;19;31;31;36;48;39;51;47;52;44;57;64;35;31;25;25;32;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Domenica
75105;11/02/2024;2.33 0.127 2 1;120;90;58;50;30;10;19;35;66;94;162;210;270;361;266;183;192;216;246;250;217;159;105;103;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Domenica
75106;11/02/2024;2.33 0.127 6 1;89;53;38;31;15;22;24;59;74;157;197;249;251;192;199;199;283;527;284;214;161;99;90;74;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Domenica
75112;11/02/2024;2.40 2.21 8 1;452;300;213;154;84;91;136;208;364;622;837;1001;1150;896;922;1139;1254;1610;1287;952;786;504;376;248;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Domenica
75366;12/02/2024;2.6 2.10 6 1;119;75;58;56;56;89;333;1275;1617;1304;1065;987;965;1024;980;1069;1172;1263;1185;1067;681;380;249;276;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Lunedì
75379;12/02/2024;2.19 2.19 2 1;27;14;10;8;15;32;49;302;533;273;227;211;219;235;245;289;397;453;483;279;173;55;67;57;360;1;spira;108;357;57650;VIA DEL TIMAVO;4701;4680;4000/343434;A;24;S;160;113.167.288.638.096;44.498.596.866.165;44.498596866165, 11.3167288638096;424;Lunedì
75380;12/02/2024;2.19 2.19 7 1;37;13;5;2;12;51;233;730;791;616;470;446;468;537;541;519;587;792;731;685;391;189;145;79;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Lunedì
75381;12/02/2024;2.19 2.19 8 1;128;80;35;33;67;158;432;1159;1270;1100;918;969;1011;1009;1018;1041;1082;1284;1326;1196;800;417;308;228;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Lunedì
75392;12/02/2024;2.82 2.18 2 2;28;8;5;11;10;42;95;302;401;326;263;310;352;231;262;342;337;386;506;306;230;108;60;54;269;1;spira;922;4568;36250;VIA MARZABOTTO;8776;8777;4000/343434;A;300;S;155;113.132.064.397.937;445.039.186.889.583;44.5039186889583, 11.3132064397937;508;Lunedì
75393;12/02/2024;2.82 2.19 8 1;20;10;6;5;3;15;36;233;244;140;105;105;114;124;131;138;224;236;308;185;117;42;39;27;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Lunedì
75394;12/02/2024;2.82 2.31 6 1;8;8;2;3;1;15;59;205;266;143;131;137;139;143;107;142;160;184;170;134;78;37;26;22;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Lunedì
75591;01/01/2024;2.9 2.10 8 1;295;362;278;164;89;54;62;69;111;208;307;405;480;319;349;418;551;494;469;304;240;170;135;113;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Lunedì
75594;01/01/2024;2.10 2.6 6 1;421;621;560;351;200;155;156;131;178;285;459;650;822;644;640;822;915;846;795;648;480;315;280;224;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Lunedì
75601;01/01/2024;2.18 0.127 4 1;358;480;324;201;138;104;85;60;122;181;338;503;600;432;413;487;613;618;555;517;378;260;216;153;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;113.087.294.098.062;444.991.747.026.869;44.4991747026869, 11.3087294098062;418;Lunedì
75602;01/01/2024;2.18 2.19 8 1;367;708;644;389;256;169;176;159;235;417;658;974;1198;867;1002;1207;1351;1184;983;834;657;453;329;231;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Lunedì
75603;01/01/2024;2.18 2.82 6 1;17;21;20;9;10;7;4;5;10;10;33;54;56;41;34;54;47;40;61;38;23;20;20;9;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Lunedì
75604;01/01/2024;2.19 2.19 6 1;147;156;136;72;45;29;21;33;27;45;109;153;280;166;147;195;233;208;204;159;106;89;56;42;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Lunedì
75605;01/01/2024;2.19 2.19 7 1;89;195;150;69;38;26;32;31;35;84;136;234;342;210;237;327;393;376;292;248;200;130;93;63;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Lunedì
75606;01/01/2024;2.19 2.32 6 1;49;54;46;33;7;8;8;10;12;19;33;73;92;49;58;66;70;77;77;68;35;18;23;17;358;1;spira;106;2699;57650;VIA DEL TIMAVO;4701;8812;4000/343434;A;24;N;338;113.170.094.340.646;444.988.944.328.703;44.4988944328703, 11.3170094340646;430;Lunedì
75609;01/01/2024;2.27 2.26 4 1;28;58;48;35;32;18;11;14;16;40;92;107;89;83;51;85;80;113;79;76;65;43;22;26;304;1;spira;44;5940;21400;VIA EMILIA PONENTE;13714;8592;4000/343434;A;13;NO;63;112.898.176.294.478;445.113.136.553.154;44.5113136553154, 11.2898176294478;454;Lunedì
75611;01/01/2024;2.30 0.127 6 1;251;561;381;257;146;119;214;173;173;236;373;595;799;601;529;556;751;767;765;681;450;325;265;198;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Lunedì
75612;01/01/2024;2.35 2.34 4 1;466;587;458;272;182;127;171;146;131;181;343;504;555;479;597;704;890;921;673;681;537;434;289;186;285;1;spira;25;2860;52400;VIA AURELIO SAFFI;15233;8834;4000/343434;A;21;O;66;113.266.685.739.012;444.994.937.005.152;44.4994937005152, 11.3266685739012;484;Lunedì
75615;01/01/2024;2.40 2.21 8 1;298;581;504;317;203;153;146;118;149;264;466;736;971;697;837;937;1109;1024;803;686;552;343;266;185;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;113.237.550.845.001;444.970.385.266.486;44.4970385266486, 11.3237550845001;495;Lunedì
75617;01/01/2024;2.82 2.19 8 1;24;30;28;13;9;7;10;15;14;22;30;53;68;66;67;49;57;53;60;73;71;24;20;14;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Lunedì
75761;02/01/2024;0.127 2.32 10 1;52;26;18;16;26;38;82;167;278;261;311;309;305;304;324;375;450;497;461;366;236;186;134;122;944;2;spira;966;6839;52400;VIA AURELIO SAFFI;14440;15794;4000/343434;A;304;O;66;113.191.042.721.411;445.021.139.763.231;44.5021139763231, 11.3191042721411;58;Martedì
75764;02/01/2024;0.127 2.82 8 1;12;4;3;2;3;14;20;72;95;89;88;102;89;81;78;91;97;119;77;77;35;28;18;17;206;1;spira;600;2647;44650;VIA PASUBIO;8787;4566;4000/343434;A;42;E;248;113.107.102.075.303;445.006.771.544.669;44.5006771544669, 11.3107102075303;84;Martedì
75871;02/01/2024;2.2 2.2 4 1;21;8;9;2;7;16;35;80;135;156;205;238;237;213;161;169;220;219;217;176;162;98;76;53;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;113.021.084.330.199;444.921.066.212.946;44.4921066212946, 11.3021084330199;433;Martedì
75886;02/01/2024;2.19 0.127 8 1;46;19;17;4;21;31;92;255;277;326;330;315;364;312;322;357;376;414;383;282;219;135;106;57;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Martedì
75888;02/01/2024;2.19 2.19 7 1;41;7;4;1;18;28;113;325;354;352;416;403;424;361;372;435;496;557;456;395;257;171;112;54;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Martedì
75889;02/01/2024;2.19 2.19 8 1;136;62;34;38;69;129;270;564;645;774;951;978;1018;852;869;940;985;1023;908;774;603;377;296;228;788;1;spira;1132;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;113.132.403.786.183;444.978.131.399.409;44.4978131399409, 11.3132403786183;428;Martedì
75902;02/01/2024;2.35 1.9 2 1;50;27;18;18;20;42;80;173;248;295;346;292;351;288;294;292;326;300;298;261;191;129;104;78;286;1;spira;26;4615;22100;VIA S.FELICE;15231;15635;4000/343434;A;21;SE;245;113.278.724.580.295;444.989.805.631.524;44.4989805631524, 11.3278724580295;482;Martedì
76040;03/01/2024;0.127 2.33 2 1;112;40;28;15;26;59;131;345;412;419;502;548;549;492;593;610;707;776;651;484;324;210;228;269;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;113.217.226.486.705;445.013.990.198.351;44.5013990198351, 11.3217226486705;59;Mercoledì
76140;03/01/2024;1.9 0.127 6 1;13;7;1;3;3;9;38;49;55;70;49;70;53;69;60;65;57;59;69;75;69;31;25;21;534;1;spira;515;2881;22100;VIA S.FELICE;13540;15635;4000/343434;A;294;NO;65;113.307.270.636.654;444.980.414.260.355;44.4980414260355, 11.3307270636654;394;Mercoledì
76162;03/01/2024;2.8 0.127 8 1;61;25;13;20;26;61;167;381;503;506;511;582;608;430;433;541;615;590;519;460;260;189;146;128;97;1;spira;78;256;18000;VIA ANDREA COSTA;4571;4596;4000/343434;A;38;E;270;113.110.304.555.682;444.939.849.418.073;44.4939849418073, 11.3110304555682;504;Mercoledì
76173;03/01/2024;2.26 2.25 4 1;46;31;18;18;27;68;192;375;520;540;673;616;629;484;532;558;543;617;488;318;270;166;132;117;182;1;spira;574;2574;21400;VIA EMILIA PONENTE;8711;8693;4000/343434;A;254;NO;56;11.287.461.221.671;445.123.626.162.894;44.5123626162894, 11.287461221671;451;Mercoledì
