;Unnamed: 0;data;codice_spira;00:00-01:00;01:00-02:00;02:00-03:00;03:00-04:00;04:00-05:00;05:00-06:00;06:00-07:00;07:00-08:00;08:00-09:00;09:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;18:00-19:00;19:00-20:00;20:00-21:00;21:00-22:00;22:00-23:00;23:00-24:00;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;giorno settimana;edge_id
32648;83740;18/01/2024;2.6 2.10 6 1;154;63;48;28;53;62;229;1230;1610;1288;1029;986;939;1213;1144;1057;1249;1197;1100;1149;684;335;284;276;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Giovedì;a210
32650;83742;18/01/2024;2.8 2.3 2 1;26;6;3;2;4;6;14;153;249;142;122;122;147;116;133;145;165;232;242;183;118;48;34;25;510;1;spira;852;10163;19350;VIA PIETRO DE COUBERTIN;4571;17301;4000/343434;A;38;S;188;113.108.762.401.867;444.936.129.820.353;44.4936129820353, 11.3108762401867;506;Giovedì;a78[0]
32651;83743;18/01/2024;2.9 2.10 8 1;134;32;17;11;33;71;229;679;787;642;549;545;608;587;556;592;733;702;719;650;464;286;270;232;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Giovedì;a20001+87[1][0]
32656;83749;18/01/2024;2.19 2.19 2 1;33;18;8;3;12;24;49;299;549;282;207;185;223;228;229;232;362;385;408;260;140;77;59;58;360;1;spira;108;357;57650;VIA DEL TIMAVO;4701;4680;4000/343434;A;24;S;160;113.167.288.638.096;44.498.596.866.165;44.498596866165, 11.3167288638096;424;Giovedì;b38[0]a
32660;83754;18/01/2024;2.30 0.127 2 1;358;142;80;65;123;254;571;1610;1797;1651;1556;1593;1599;1761;1849;1874;1993;1971;2070;1967;1382;827;924;784;188;1;spira;580;6122;45190;VIALE SANDRO PERTINI;13345;13882;4000/343434;A;16;S;157;11.309.082.303.102;445.053.154.347.885;44.5053154347885, 11.309082303102;466;Giovedì;b3[1]
32661;83755;18/01/2024;2.30 2.29 4 1;49;21;7;12;15;42;121;261;328;360;320;342;342;316;385;345;384;370;393;401;246;148;144;119;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Giovedì;b10
32662;83756;18/01/2024;2.30 2.31 8 1;24;8;7;10;23;16;44;84;99;87;84;70;64;72;63;53;84;98;101;62;37;25;23;18;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Giovedì;b8
32663;83759;18/01/2024;2.33 0.127 2 1;74;28;8;8;11;40;89;316;493;326;319;270;342;355;335;276;483;565;547;401;251;139;187;144;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;113.215.190.419.811;445.010.742.719.742;44.5010742719742, 11.3215190419811;476;Giovedì;b55
32664;83760;18/01/2024;2.33 0.127 6 1;59;25;8;10;25;44;123;551;700;491;318;310;346;271;333;295;428;458;505;375;241;153;120;99;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Giovedì;b53
32665;83763;18/01/2024;2.35 2.34 4 1;203;86;26;19;38;94;254;876;918;729;736;787;712;878;1024;1344;1528;1373;1183;1102;679;350;345;340;285;1;spira;25;2860;52400;VIA AURELIO SAFFI;15233;8834;4000/343434;A;21;O;66;113.266.685.739.012;444.994.937.005.152;44.4994937005152, 11.3266685739012;484;Giovedì;b12
32669;83767;18/01/2024;2.38 2.35 4 1;224;95;39;22;45;84;251;761;927;831;729;770;860;834;817;879;932;1040;1019;1002;622;396;516;420;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Giovedì;a203[0]
32670;83769;18/01/2024;2.82 2.18 2 1;40;24;5;7;10;39;99;340;411;262;340;370;396;332;367;355;311;354;494;307;285;106;120;114;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Giovedì;b20+19a
32671;83770;18/01/2024;2.82 2.31 6 1;17;7;2;4;4;13;63;249;332;145;166;172;179;156;157;159;213;203;259;164;104;73;42;32;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Giovedì;b17[1]
32674;83773;18/01/2024;2.95 2.5 2 1;12;10;2;5;9;8;38;124;179;112;109;96;98;101;114;98;125;127;132;107;70;34;29;28;624;1;spira;957;304;52950;VIA SARAGOZZA;4539;4657;4000/343434;A;371;NE;289;113.209.092.063.132;444.895.928.457.479;44.4895928457479, 11.3209092063132;519;Giovedì;a195
32770;84017;19/01/2024;2.8 0.127 8 1;94;33;18;19;31;68;191;789;866;591;518;578;667;563;442;593;631;784;768;700;484;302;239;231;97;1;spira;78;256;18000;VIA ANDREA COSTA;4571;4596;4000/343434;A;38;E;270;113.110.304.555.682;444.939.849.418.073;44.4939849418073, 11.3110304555682;504;Venerdì;a77[1][1]
32773;84039;19/01/2024;2.30 0.127 6 1;195;81;54;41;88;230;850;1593;1440;1337;1310;1329;1329;1374;1327;1187;1311;1535;1496;1308;929;580;466;412;187;1;spira;579;9147;47900;VIA PRATI DI CAPRARA;13344;16937;4000/343434;A;16;N;341;113.095.630.279.905;445.058.710.102.678;44.5058710102678, 11.3095630279905;467;Venerdì;b4[1][1][1]
32774;84040;19/01/2024;2.30 2.29 4 1;76;29;8;14;17;48;132;238;366;365;352;347;381;382;393;359;349;296;271;287;236;103;89;89;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Venerdì;b10
32775;84041;19/01/2024;2.30 2.30 6 1;137;57;32;24;52;137;569;890;858;862;714;841;754;854;753;717;808;877;866;780;578;375;325;263;296;1;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;469;Venerdì;b4[1][1][0]
32776;84042;19/01/2024;2.30 2.31 8 1;35;12;10;9;39;29;39;88;96;98;73;74;63;77;70;65;83;87;92;76;38;25;28;30;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;113.096.947.184.232;445.054.053.954.154;44.5054053954154, 11.3096947184232;470;Venerdì;b8
32778;84050;19/01/2024;2.95 2.4 6 1;182;81;37;19;41;58;163;582;629;634;593;673;640;698;685;679;641;690;699;745;540;334;275;396;623;1;spira;956;304;52950;VIA SARAGOZZA;4657;4539;4000/343434;A;371;SO;109;113.208.167.613.095;444.896.143.680.428;44.4896143680428, 11.3208167613095;518;Venerdì;a195
32853;84173;20/01/2024;0.127 2.6 10 1;105;72;37;14;7;9;34;98;148;186;221;262;275;263;234;206;212;243;227;287;251;91;87;147;955;1;spira;1253;8709;1350;VIALE ANTONIO ALDINI;16657;16652;4000/343435;A;49;NO;5;1.132.963.801;4.449.047.298;44.49047298, 11.32963801;74;Sabato;a210
32854;84190;20/01/2024;0.127 2.73 6 1;72;64;26;27;21;13;31;91;146;211;271;295;274;195;194;238;248;309;309;198;212;119;130;193;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Sabato;a104
32870;84321;20/01/2024;2.82 2.18 2 1;77;44;29;9;4;23;47;145;197;329;402;400;477;308;285;326;332;358;360;298;234;106;77;121;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Sabato;b20+19a
32906;84467;21/01/2024;0.127 2.9 8 1;235;141;87;48;24;41;62;116;211;322;372;465;568;452;388;483;607;544;552;489;385;233;195;144;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Domenica;a190
32908;84472;21/01/2024;0.127 2.19 6 1;217;115;82;55;43;40;64;104;202;301;433;465;528;370;324;467;493;417;459;340;244;170;158;128;174;1;spira;565;343;39600;VIA MONTEFIORINO;4614;4680;4000/343434;A;24;N;337;113.160.137.227.682;444.972.742.515.867;44.4972742515867, 11.3160137227682;38;Domenica;a11
32909;84473;21/01/2024;0.127 2.20 2 1;204;126;78;49;33;33;37;62;111;172;265;242;360;283;232;297;307;345;342;364;290;189;146;121;178;1;spira;570;7243;62250;VIA VITTORIO VENETO;14727;4677;4000/343434;A;23;S;156;113.190.584.470.408;444.973.300.969.747;44.4973300969747, 11.3190584470408;40;Domenica;a181
32910;84476;21/01/2024;0.127 2.31 2 1;13;14;4;0;2;5;3;18;33;30;37;45;68;62;63;55;54;66;91;111;72;20;14;12;192;1;spira;584;2742;41430;LARGO BARTOLO NIGRISOLI;8761;15769;4000/343434;A;301;S;155;113.156.346.572.437;445.039.426.162.009;44.5039426162009, 11.3156346572437;55;Domenica;b70
32954;84586;21/01/2024;2.5 2.95 6 1;492;362;219;137;80;55;92;307;437;471;695;842;837;663;636;722;740;707;727;659;514;369;310;265;19;1;spira;88;325;52950;VIA SARAGOZZA;4665;4651;4000/343434;A;337;O;90;113.258.609.026.138;444.903.451.512.572;44.4903451512572, 11.3258609026138;497;Domenica;a60
32957;84591;21/01/2024;2.9 2.10 8 1;254;137;80;50;22;44;201;219;176;304;396;489;587;448;360;408;560;530;539;454;388;241;190;137;163;1;spira;550;364;18000;VIA ANDREA COSTA;4621;4696;4000/343434;A;299;E;280;113.198.132.852.758;444.953.074.040.538;44.4953074040538, 11.3198132852758;515;Domenica;a20001+87[1][0]
32960;84597;21/01/2024;2.18 2.82 6 1;28;13;6;8;8;2;9;11;33;91;114;104;98;93;65;94;82;80;88;63;40;27;28;14;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Domenica;b23
32961;84598;21/01/2024;2.19 0.127 8 1;129;85;44;17;15;22;45;78;87;174;214;284;357;294;253;282;291;321;348;322;301;174;106;111;173;1;spira;564;7215;44650;VIA PASUBIO;4701;14708;4000/343434;A;24;E;248;113.172.169.050.193;444.986.653.950.908;44.4986653950908, 11.3172169050193;422;Domenica;b47
32962;84599;21/01/2024;2.19 2.19 6 1;131;70;31;20;16;20;32;57;71;164;218;272;352;244;213;315;307;286;336;292;244;141;99;72;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Domenica;b38[0]
32963;84604;21/01/2024;2.30 2.29 4 1;93;65;39;36;16;23;35;46;63;129;164;179;197;175;146;202;201;205;186;185;129;96;70;55;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Domenica;b10
32964;84605;21/01/2024;2.31 2.30 4 1;462;325;184;140;80;83;101;154;217;368;498;570;679;554;601;695;703;677;718;684;588;362;299;233;293;1;spira;33;2681;21400;VIA EMILIA PONENTE;8776;8780;4000/343434;A;300;O;66;113.133.986.552.922;445.041.992.237.176;44.5041992237176, 11.3133986552922;472;Domenica;b76
32965;84606;21/01/2024;2.31 2.82 2 1;55;37;16;14;16;14;16;34;61;112;169;162;201;131;148;194;163;191;184;168;153;55;59;41;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Domenica;b17[0]
32966;84611;21/01/2024;2.35 2.38 8 1;254;162;82;46;37;42;51;90;205;325;428;508;625;397;450;591;651;588;551;465;370;223;188;114;283;1;spira;23;8785;54950;VIALE ANTONIO SILVANI;16696;16702;4000/343434;A;21;NE;296;113.275.922.602.577;444.996.245.123.973;44.4996245123973, 11.3275922602577;485;Domenica;a204[1][1]
32969;84615;21/01/2024;2.82 2.18 2 1;77;45;24;20;24;14;29;54;83;127;242;254;326;159;201;261;275;244;221;208;166;84;110;61;636;1;spira;1008;4563;36250;VIA MARZABOTTO;8778;4568;4000/343434;A;25;S;149;11.309.913.896.272;444.992.572.264.694;44.4992572264694, 11.309913896272;507;Domenica;b20+19a
32970;84616;21/01/2024;2.82 2.18 2 2;78;43;23;21;22;13;27;52;82;154;280;299;293;197;224;259;255;248;229;211;206;83;90;56;269;1;spira;922;4568;36250;VIA MARZABOTTO;8776;8777;4000/343434;A;300;S;155;113.132.064.397.937;445.039.186.889.583;44.5039186889583, 11.3132064397937;508;Domenica;b17[1]
32971;84617;21/01/2024;2.82 2.19 8 1;32;28;10;3;3;7;12;24;22;44;57;79;92;96;84;70;60;79;91;91;108;65;31;31;172;1;spira;563;2748;44650;VIA PASUBIO;4565;4701;4000/343434;A;24;E;248;11.316.433.339.438;444.989.091.324.745;44.4989091324745, 11.316433339438;509;Domenica;b37
33052;84740;22/01/2024;0.127 2.6 10 1;36;12;7;6;11;21;62;306;268;262;236;247;223;267;273;253;273;319;315;289;188;90;73;74;955;1;spira;1253;8709;1350;VIALE ANTONIO ALDINI;16657;16652;4000/343435;A;49;NO;5;1.132.963.801;4.449.047.298;44.49047298, 11.32963801;74;Lunedì;a210
33055;84745;22/01/2024;0.127 2.9 8 1;67;31;22;9;31;66;227;699;787;679;516;517;592;545;555;611;554;712;754;697;447;276;231;183;165;1;spira;552;338;18000;VIA ANDREA COSTA;4691;4678;4000/343434;A;298;E;280;113.181.693.906.392;444.952.144.648.198;44.4952144648198, 11.3181693906392;100;Lunedì;a190
33056;84750;22/01/2024;0.127 2.18 8 1;158;67;41;34;66;201;574;1947;1961;1637;1481;1343;1434;1497;1556;1512;1635;2080;2034;1703;1068;566;427;345;95;1;spira;75;2633;25430;VIALE M. KARAMCHAND GANDHI;8763;4568;4000/343434;A;25;E;250;113.086.826.273.458;444.990.522.268.361;44.4990522268361, 11.3086826273458;34;Lunedì;b2[1][1][1]b
33114;84869;22/01/2024;2.6 2.10 6 1;113;62;31;36;35;79;255;1169;1563;1208;908;960;906;1097;1027;961;1216;1293;1149;977;622;302;260;204;592;1;spira;541;8712;44950;VIALE CARLO PEPOLI;16659;16665;4000/343434;A;49;N;15;113.295.725.650.354;444.912.436.304.454;44.4912436304454, 11.3295725650354;499;Lunedì;a210
33115;84873;22/01/2024;2.9 2.20 6 1;12;3;2;5;3;5;13;137;193;84;37;42;54;44;45;51;70;71;79;76;45;28;29;20;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Lunedì;a191
33117;84877;22/01/2024;2.18 0.127 4 1;161;76;30;33;55;177;353;1184;1634;995;889;921;922;1041;976;982;1231;1364;1312;1009;567;321;242;214;171;1;spira;562;2633;25430;VIALE M. KARAMCHAND GANDHI;4568;8763;4000/343434;A;25;O;70;113.087.294.098.062;444.991.747.026.869;44.4991747026869, 11.3087294098062;418;Lunedì;b2[1][1][1]b
33118;84878;22/01/2024;2.18 2.82 6 1;13;2;2;3;4;11;34;57;92;94;94;125;121;65;88;118;125;129;133;94;60;36;16;15;169;1;spira;560;4563;36250;VIA MARZABOTTO;4568;8778;4000/343434;A;25;N;329;113.101.650.805.774;44.499.278.975.506;44.499278975506, 11.3101650805774;420;Lunedì;b23
33119;84880;22/01/2024;2.19 2.19 6 1;31;12;10;4;11;51;144;458;542;422;343;339;342;366;376;361;390;486;470;370;249;119;104;79;176;1;spira;567;357;57650;VIA DEL TIMAVO;4680;4701;4000/343434;A;24;N;338;113.163.420.592.928;444.977.904.881.531;44.4977904881531, 11.3163420592928;426;Lunedì;b38[0]
33120;84881;22/01/2024;2.19 2.19 7 1;41;12;5;5;7;53;217;740;750;594;493;434;467;540;536;490;580;811;793;627;358;178;121;106;789;1;spira;1133;4219;25430;VIALE M. KARAMCHAND GANDHI;16850;4568;4000/343434;A;399;;253;1.131.326.041.783;444.978.561.467.662;44.4978561467662, 11.31326041783;427;Lunedì;b2[1][0]
33124;84894;22/01/2024;2.38 2.35 4 1;160;80;25;25;32;94;246;756;893;694;708;780;785;938;777;799;931;992;1049;869;529;341;284;252;73;1;spira;327;2973;54950;VIALE ANTONIO SILVANI;10159;15234;4000/343434;A;151;SO;125;113.294.927.544.257;445.007.251.431.592;44.5007251431592, 11.3294927544257;490;Lunedì;a203[0]
33126;84897;22/01/2024;2.95 2.4 6 1;132;67;38;16;26;56;197;631;658;665;593;620;628;665;694;634;679;733;751;720;491;223;222;219;623;1;spira;956;304;52950;VIA SARAGOZZA;4657;4539;4000/343434;A;371;SO;109;113.208.167.613.095;444.896.143.680.428;44.4896143680428, 11.3208167613095;518;Lunedì;a195
33206;85035;23/01/2024;0.127 2.6 10 1;39;13;5;0;2;17;58;288;292;311;271;208;251;244;276;244;279;276;315;294;195;86;72;94;955;1;spira;1253;8709;1350;VIALE ANTONIO ALDINI;16657;16652;4000/343435;A;49;NO;5;1.132.963.801;4.449.047.298;44.49047298, 11.32963801;74;Martedì;a210
33207;85039;23/01/2024;0.127 2.10 10 1;16;7;3;4;4;9;34;214;312;202;160;173;178;200;200;200;251;303;294;225;111;44;29;37;917;2;spira;1097;8745;44950;VIALE CARLO PEPOLI;16675;16677;4000/343434;A;338;;14;113.287.720.902.502;444.937.218.654.403;44.4937218654403, 11.3287720902502;27;Martedì;a43[0]
33208;85040;23/01/2024;0.127 2.10 10 2;21;6;3;5;9;28;60;160;191;154;131;141;111;158;126;139;165;159;194;144;121;51;59;56;918;2;spira;1096;8750;61550;VIALE GIOVANNI VICINI;16683;16679;4000/343434;A;338;SE;195;11.328.173.238.949;444.948.641.751.239;44.4948641751239, 11.328173238949;28;Martedì;a201
33212;85048;23/01/2024;0.127 2.30 2 1;128;47;31;27;42;127;301;741;862;759;765;818;823;840;873;929;1083;1106;1080;889;657;323;256;404;294;1;spira;34;9183;47900;VIA PRATI DI CAPRARA;16946;13345;4000/343434;A;16;S;161;113.094.463.610.492;445.059.291.474.411;44.5059291474411, 11.3094463610492;52;Martedì;b4[1][1][1]
33213;85049;23/01/2024;0.127 2.30 6 1;79;37;25;27;38;136;523;1210;1070;982;995;852;844;841;854;767;847;1096;1014;814;533;332;271;202;296;2;spira;36;5425;45190;VIALE SANDRO PERTINI;13354;13344;4000/343434;A;16;N;340;113.092.167.352.814;445.053.085.046.798;44.5053085046798, 11.3092167352814;53;Martedì;b4[1][1][0]
33289;85149;23/01/2024;2.6 4.47 4 1;189;57;17;16;33;111;489;1194;1486;1146;914;1109;931;1029;1184;1074;1279;1403;1492;1387;931;434;383;398;20;1;spira;90;8620;1350;VIALE ANTONIO ALDINI;16662;16521;4000/343434;A;49;SE;250;113.297.300.781.334;444.900.319.161.705;44.4900319161705, 11.3297300781334;501;Martedì;a210
33290;85151;23/01/2024;2.9 2.20 6 1;13;1;2;3;2;3;12;171;234;80;54;51;63;56;68;34;57;66;67;76;65;29;17;26;164;1;spira;551;7291;18600;VIA DELLA CROCETTA;4678;14760;4000/343434;A;298;N;354;113.184.727.885.428;444.953.746.950.273;44.4953746950273, 11.3184727885428;516;Martedì;a191
33295;85158;23/01/2024;2.18 2.19 8 1;204;73;39;32;76;214;684;1977;2102;1812;1515;1392;1408;1520;1615;1635;1768;2140;2240;1853;1258;644;530;431;96;1;spira;77;4219;25430;VIALE M. KARAMCHAND GANDHI;4568;16850;4000/343434;A;25;E;250;113.103.750.297.562;444.985.943.485.971;44.4985943485971, 11.3103750297562;419;Martedì;b2[1][0]
33296;85164;23/01/2024;2.19 2.82 4 1;14;6;1;2;4;15;28;130;185;136;109;135;128;106;104;131;184;197;143;140;78;46;47;25;205;1;spira;599;7225;44650;VIA PASUBIO;14714;4566;4000/343434;A;42;O;68;113.112.946.339.157;44.500.559.242.279;44.500559242279, 11.3112946339157;431;Martedì;b26.-170
33300;85168;23/01/2024;2.30 2.29 4 1;37;18;9;13;12;31;77;157;241;237;243;258;221;245;228;257;284;289;259;269;194;85;73;78;295;1;spira;35;6841;21400;VIA EMILIA PONENTE;14442;13345;4000/343434;A;16;NO;65;113.090.333.624.097;445.057.316.740.375;44.5057316740375, 11.3090333624097;468;Martedì;b10
33301;85169;23/01/2024;2.31 2.30 4 1;132;65;39;30;38;79;236;700;969;809;737;773;772;733;834;811;873;841;814;808;568;313;266;359;293;1;spira;33;2681;21400;VIA EMILIA PONENTE;8776;8780;4000/343434;A;300;O;66;113.133.986.552.922;445.041.992.237.176;44.5041992237176, 11.3133986552922;472;Martedì;b76
33302;85171;23/01/2024;2.31 2.82 2 1;26;7;8;2;12;28;58;199;230;232;213;269;270;221;234;278;259;292;283;237;165;87;53;38;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311.120.157.605;445.008.565.366.089;44.5008565366089, 11.311120157605;474;Martedì;b17[0]
33303;85172;23/01/2024;2.33 0.127 6 1;49;16;13;8;23;43;147;495;721;460;354;277;300;315;331;311;403;410;418;345;221;136;87;98;194;1;spira;587;7235;34000;VIA INNOCENZO MALVASIA;8839;14721;4000/343434;A;19;N;338;113.218.017.649.932;445.013.661.662.167;44.5013661662167, 11.3218017649932;477;Martedì;b53
33305;85178;23/01/2024;2.82 2.31 6 1;15;11;2;2;3;16;60;195;220;174;155;162;168;115;148;146;161;210;160;150;94;45;34;19;190;1;spira;582;4568;36250;VIA MARZABOTTO;8777;8776;4000/343434;A;300;N;335;113.133.096.525.433;445.038.846.559.691;44.5038846559691, 11.3133096525433;510;Martedì;b17[1]
33397;85418;24/01/2024;2.10 2.6 6 1;208;93;34;32;45;128;456;1326;1409;1303;1131;1210;1266;1501;1405;1259;1305;1520;1652;1570;1015;558;462;469;15;1;spira;96;947;44950;VIALE CARLO PEPOLI;16679;6028;4000/343434;A;338;SE;195;113.283.224.582.864;444.944.770.870.484;44.4944770870484, 11.3283224582864;402;Mercoledì;a43[1]
33398;85419;24/01/2024;2.10 2.21 6 1;118;63;31;25;35;74;246;1120;1348;1103;899;886;878;1160;1084;979;1084;1036;959;891;609;363;315;260;14;1;spira;95;7563;61550;VIALE GIOVANNI VICINI;16678;16693;4000/343434;A;338;NO;10;113.283.987.885.526;44.494.907.669.431;44.494907669431, 11.3283987885526;401;Mercoledì;a201
33404;85566;25/04/2024;0.127 2.31 1 1;9;6;11;8;6;8;26;16;17;28;54;50;48;38;35;40;57;67;60;75;41;23;28;31;614;1;spira;948;2742;41430;LARGO BARTOLO NIGRISOLI;8761;15769;4000/343434;A;301;S;155;113.156.585.697.439;445.039.310.321.156;44.5039310321156, 11.3156585697439;54;Giovedì;b71
33405;85567;25/04/2024;0.127 2.33 2 1;259;161;108;118;69;45;73;146;246;307;418;497;514;391;443;493;568;549;599;586;423;346;313;267;288;1;spira;28;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;S;160;113.217.226.486.705;445.013.990.198.351;44.5013990198351, 11.3217226486705;59;Giovedì;b53
33406;85568;25/04/2024;0.127 2.33 6 1;42;19;12;4;5;11;34;46;60;115;131;165;161;114;107;137;154;158;138;129;108;75;63;43;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Giovedì;b55
33407;85569;25/04/2024;0.127 2.33 10 1;205;139;102;110;65;39;64;125;195;231;309;349;355;320;337;363;420;381;426;404;317;267;242;200;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Giovedì;b53
33458;85877;26/04/2024;0.127 2.73 6 1;55;39;25;15;13;22;52;155;195;263;302;361;309;273;260;267;312;298;246;275;186;112;123;130;202;1;spira;595;236;4450;VIA IRMA BANDIERA;15417;4598;4000/343434;A;41;N;338;113.124.430.502.643;444.916.097.902.182;44.4916097902182, 11.3124430502643;81;Venerdì;a104
33502;86156;27/04/2024;0.127 2.33 6 1;49;22;3;5;3;18;39;84;128;229;185;220;203;167;144;152;178;163;150;179;141;77;80;90;195;1;spira;588;2729;62250;VIA VITTORIO VENETO;8814;8839;4000/343434;A;19;N;336;113.215.733.072.765;445.009.942.351.004;44.5009942351004, 11.3215733072765;60;Sabato;b55
33521;86414;28/04/2024;0.127 2.6 10 1;98;64;34;14;12;9;10;32;72;102;194;180;249;262;181;126;157;159;220;229;182;116;86;73;955;1;spira;1253;8709;1350;VIALE ANTONIO ALDINI;16657;16652;4000/343435;A;49;NO;5;1.132.963.801;4.449.047.298;44.49047298, 11.32963801;74;Domenica;a210
33522;86426;28/04/2024;0.127 2.33 10 1;243;185;118;108;66;62;66;86;153;237;333;366;446;461;389;372;403;411;459;412;325;278;209;209;945;2;spira;1044;7235;34000;VIA INNOCENZO MALVASIA;14721;8839;4000/343434;A;19;SO;158;113.216.426.062.022;445.012.616.462.669;44.5012616462669, 11.3216426062022;61;Domenica;b53
